epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2636.52,1.59937,0.70127,0.00117,0.93144,0.8598,0.9227,0.48269,1.70485,0.66358,0.00204,0.00098525,0.00098525,0.00098525
43,2703.11,1.62521,0.72943,0.00119,0.92206,0.82364,0.89809,0.49407,1.66525,0.6654,0.00201,0.0009605,0.0009605,0.0009605
44,2770.24,1.66426,0.73632,0.00122,0.88595,0.83578,0.89325,0.46346,1.77683,0.70089,0.00213,0.00093575,0.00093575,0.00093575
45,2832.92,1.64048,0.73104,0.00118,0.92707,0.86076,0.91411,0.493,1.69134,0.6397,0.00202,0.000911,0.000911,0.000911
46,2878.75,1.65351,0.71456,0.00115,0.95239,0.82278,0.90782,0.49252,1.67842,0.67198,0.00199,0.00088625,0.00088625,0.00088625
47,2924.54,1.62115,0.73777,0.00119,0.90607,0.86709,0.91324,0.48505,1.6666,0.65835,0.00202,0.0008615,0.0008615,0.0008615
48,2970.3,1.53453,0.64171,0.00115,0.93185,0.84177,0.90462,0.47766,1.71322,0.64554,0.00205,0.00083675,0.00083675,0.00083675
49,3016.1,1.56463,0.68042,0.00111,0.94403,0.85398,0.92261,0.48174,1.76267,0.679,0.00209,0.000812,0.000812,0.000812
50,3062,1.54564,0.63497,0.00108,0.906,0.85399,0.92569,0.48737,1.72806,0.63024,0.00206,0.00078725,0.00078725,0.00078725
51,3107.91,1.54887,0.6638,0.0011,0.89744,0.88612,0.92894,0.4598,1.80292,0.65958,0.00218,0.0007625,0.0007625,0.0007625
52,3153.8,1.58327,0.65232,0.00111,0.90015,0.91292,0.93792,0.48043,1.73143,0.59742,0.00207,0.00073775,0.00073775,0.00073775
53,3199.68,1.57588,0.65886,0.00113,0.92485,0.85685,0.92903,0.47344,1.7496,0.61797,0.0021,0.000713,0.000713,0.000713
54,3245.59,1.57952,0.69799,0.00115,0.87274,0.86806,0.9156,0.49459,1.691,0.64136,0.00203,0.00068825,0.00068825,0.00068825
55,3291.4,1.52634,0.61925,0.00109,0.95629,0.83086,0.91721,0.48516,1.72317,0.6301,0.00204,0.0006635,0.0006635,0.0006635
56,3337.22,1.5729,0.68555,0.00112,0.96827,0.82911,0.90985,0.4775,1.76625,0.648,0.00209,0.00063875,0.00063875,0.00063875
57,3383.23,1.48097,0.6137,0.00109,0.95932,0.86709,0.91891,0.49164,1.70295,0.63724,0.00205,0.000614,0.000614,0.000614
58,3429.07,1.50146,0.64851,0.00107,0.97761,0.82893,0.91708,0.49752,1.7061,0.63547,0.00206,0.00058925,0.00058925,0.00058925
59,3474.92,1.4891,0.6488,0.00106,0.919,0.85443,0.91731,0.50017,1.69763,0.62585,0.00206,0.0005645,0.0005645,0.0005645
60,3520.74,1.55124,0.67603,0.00114,0.90043,0.91581,0.93429,0.49966,1.71774,0.58626,0.00208,0.00053975,0.00053975,0.00053975
61,3566.56,1.49751,0.63133,0.00104,0.92765,0.89264,0.92858,0.51277,1.67192,0.5777,0.00202,0.000515,0.000515,0.000515
62,3612.4,1.48731,0.63945,0.00101,0.93864,0.87137,0.92387,0.50543,1.68941,0.60957,0.00205,0.00049025,0.00049025,0.00049025
63,3658.24,1.47361,0.59824,0.00108,0.9553,0.86709,0.92675,0.49043,1.72425,0.60002,0.00207,0.0004655,0.0004655,0.0004655
64,3704.07,1.47525,0.61768,0.00105,0.96567,0.89007,0.9282,0.50161,1.69934,0.59627,0.00203,0.00044075,0.00044075,0.00044075
65,3749.95,1.50636,0.62594,0.00103,0.91471,0.89873,0.9187,0.5102,1.66834,0.58839,0.00201,0.000416,0.000416,0.000416
66,3795.78,1.48226,0.6087,0.00104,0.93024,0.89241,0.9232,0.49327,1.72573,0.59989,0.00209,0.00039125,0.00039125,0.00039125
67,3841.62,1.4532,0.60588,0.00104,0.93297,0.88096,0.9229,0.497,1.69544,0.6072,0.00205,0.0003665,0.0003665,0.0003665
68,3887.4,1.47248,0.61888,0.00097,0.9639,0.84501,0.92097,0.49425,1.70352,0.60457,0.00207,0.00034175,0.00034175,0.00034175
69,3933.27,1.4515,0.5758,0.00102,0.95129,0.86521,0.92174,0.49856,1.71258,0.58612,0.00207,0.000317,0.000317,0.000317
70,3979.12,1.46256,0.62438,0.00104,0.96752,0.85443,0.93195,0.49906,1.6971,0.58515,0.00205,0.00029225,0.00029225,0.00029225
71,4028.58,1.45292,0.59667,0.00108,0.89199,0.88853,0.92337,0.46941,1.78957,0.67238,0.00215,0.0002675,0.0002675,0.0002675
72,4074.18,1.41663,0.58305,0.00104,0.93749,0.84177,0.92667,0.48456,1.71183,0.65265,0.00207,0.00024275,0.00024275,0.00024275
73,4119.85,1.40086,0.57488,0.00103,0.93104,0.8545,0.93642,0.4819,1.75419,0.64729,0.00212,0.000218,0.000218,0.000218
74,4165.46,1.39946,0.53555,0.00104,0.91086,0.86076,0.92118,0.49156,1.71047,0.62839,0.00207,0.00019325,0.00019325,0.00019325
75,4211.04,1.39653,0.53578,0.00105,0.93417,0.86076,0.93441,0.48453,1.76413,0.61714,0.00212,0.0001685,0.0001685,0.0001685
76,4256.64,1.34811,0.54667,0.001,0.95862,0.86076,0.92555,0.49328,1.72429,0.61384,0.00208,0.00014375,0.00014375,0.00014375
77,4302.26,1.37586,0.55577,0.00098,0.94474,0.86709,0.92597,0.49018,1.75228,0.61999,0.00213,0.000119,0.000119,0.000119
78,4347.92,1.40354,0.56035,0.00102,0.96395,0.84613,0.9269,0.4853,1.75648,0.61891,0.00212,9.425e-05,9.425e-05,9.425e-05
79,4393.56,1.36812,0.53838,0.00097,0.95745,0.83544,0.9254,0.48716,1.72729,0.61191,0.00209,6.95e-05,6.95e-05,6.95e-05
80,4439.18,1.37591,0.55456,0.001,0.93666,0.85443,0.92427,0.48905,1.72048,0.61475,0.00208,4.475e-05,4.475e-05,4.475e-05
