epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,4571.41,1.73855,0.77242,0.00127,0.93075,0.79369,0.89048,0.45185,1.82262,0.82426,0.00225,0.00088625,0.00088625,0.00088625
47,4670.48,1.71378,0.71464,0.00126,0.95139,0.81496,0.91198,0.47145,1.77733,0.77957,0.00217,0.0008615,0.0008615,0.0008615
48,4762.57,1.73844,0.74391,0.00126,0.92779,0.80315,0.88169,0.44661,1.83801,0.77656,0.00226,0.00083675,0.00083675,0.00083675
49,4862.13,1.70709,0.74294,0.00122,0.9349,0.81496,0.88975,0.46204,1.77678,0.78919,0.00213,0.000812,0.000812,0.000812
50,4954.05,1.75295,0.72559,0.00124,0.92908,0.82518,0.89345,0.46818,1.7739,0.75301,0.00217,0.00078725,0.00078725,0.00078725
51,5045.97,1.74335,0.71221,0.00124,0.89275,0.81496,0.88534,0.45317,1.78993,0.7771,0.00218,0.0007625,0.0007625,0.0007625
52,5145.2,1.70525,0.70947,0.00122,0.93447,0.79134,0.89813,0.46306,1.77528,0.81863,0.00214,0.00073775,0.00073775,0.00073775
53,5242.21,1.70943,0.68669,0.00125,0.94295,0.82677,0.90089,0.45129,1.80704,0.83779,0.0022,0.000713,0.000713,0.000713
54,5334.06,1.68786,0.69624,0.00123,0.90763,0.82677,0.88103,0.44235,1.86922,0.79747,0.00232,0.00068825,0.00068825,0.00068825
55,5433.6,1.73154,0.71708,0.00124,0.92457,0.82032,0.89173,0.45433,1.79285,0.84034,0.00216,0.0006635,0.0006635,0.0006635
56,5525.68,1.70272,0.70445,0.00121,0.94022,0.80501,0.89212,0.4574,1.78459,0.81437,0.00213,0.00063875,0.00063875,0.00063875
57,5617.12,1.71789,0.70153,0.00125,0.92153,0.83218,0.89822,0.46269,1.79019,0.80648,0.00216,0.000614,0.000614,0.000614
58,5708.67,1.66977,0.67517,0.00119,0.913,0.83071,0.88687,0.45291,1.77945,0.82254,0.00218,0.00058925,0.00058925,0.00058925
59,5799.3,1.69407,0.67695,0.0012,0.91389,0.83571,0.9003,0.4539,1.79661,0.75721,0.00218,0.0005645,0.0005645,0.0005645
60,5889.48,1.62544,0.63579,0.00114,0.92785,0.83465,0.89475,0.45719,1.77266,0.75111,0.00214,0.00053975,0.00053975,0.00053975
61,5979.76,1.66695,0.65847,0.00116,0.90046,0.82283,0.87059,0.44378,1.83446,0.7517,0.00221,0.000515,0.000515,0.000515
62,6070.49,1.67942,0.68839,0.0012,0.92984,0.83481,0.88754,0.46695,1.77414,0.74651,0.00214,0.00049025,0.00049025,0.00049025
63,6162.04,1.63995,0.63849,0.00119,0.9206,0.85827,0.91874,0.46451,1.75673,0.72801,0.00209,0.0004655,0.0004655,0.0004655
64,6257.55,1.63252,0.63841,0.00113,0.94949,0.81409,0.90069,0.46006,1.75873,0.75493,0.00212,0.00044075,0.00044075,0.00044075
65,6348.98,1.62876,0.6559,0.00115,0.95075,0.83606,0.89911,0.46272,1.75033,0.73764,0.00211,0.000416,0.000416,0.000416
66,6439.86,1.62521,0.64703,0.00118,0.94331,0.84252,0.89441,0.46032,1.74977,0.77349,0.00209,0.00039125,0.00039125,0.00039125
67,6528.31,1.59975,0.62495,0.00112,0.95233,0.82283,0.91145,0.47114,1.75006,0.73678,0.00209,0.0003665,0.0003665,0.0003665
