epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,5977.42,1.59347,0.64071,0.00113,0.94646,0.79835,0.89761,0.49278,1.57659,0.86081,0.00172,0.000317,0.000317,0.000317
70,6064.14,1.59673,0.64455,0.0011,0.89207,0.79424,0.88067,0.48055,1.59673,0.87172,0.00172,0.00029225,0.00029225,0.00029225
71,6154.18,1.56452,0.63257,0.00117,0.91166,0.80691,0.87757,0.4836,1.58065,0.91408,0.00172,0.0002675,0.0002675,0.0002675
72,6240.31,1.55405,0.6337,0.00115,0.92579,0.79835,0.88762,0.48809,1.55321,0.87692,0.00172,0.00024275,0.00024275,0.00024275
73,6326.6,1.55421,0.62091,0.00113,0.90949,0.78566,0.87112,0.47652,1.60648,0.91673,0.00175,0.000218,0.000218,0.000218
74,6412.66,1.53329,0.60397,0.00114,0.88385,0.79835,0.86563,0.48397,1.58641,0.91855,0.00173,0.00019325,0.00019325,0.00019325
75,6498.65,1.50612,0.62451,0.00111,0.90203,0.7957,0.86992,0.48187,1.57978,0.89468,0.00174,0.0001685,0.0001685,0.0001685
76,6584.6,1.50375,0.6269,0.00106,0.89765,0.81893,0.86787,0.48412,1.57457,0.91693,0.00171,0.00014375,0.00014375,0.00014375
77,6670.53,1.4993,0.61172,0.00109,0.89963,0.81893,0.87213,0.48742,1.56968,0.92813,0.0017,0.000119,0.000119,0.000119
78,6756.4,1.48084,0.57324,0.0011,0.91112,0.8107,0.87677,0.4873,1.54684,0.89121,0.00168,9.425e-05,9.425e-05,9.425e-05
79,6842.33,1.50612,0.6336,0.0011,0.93576,0.79012,0.87196,0.48504,1.56556,0.91078,0.00169,6.95e-05,6.95e-05,6.95e-05
80,6928.16,1.50007,0.58504,0.00113,0.94081,0.78488,0.87007,0.48417,1.56635,0.92187,0.00169,4.475e-05,4.475e-05,4.475e-05
